Fecha,Cliente,Dirección,Estado,Región,Método_venta,Producto,Género,Cantidad_entregas
2025-07-10,6116,Rambla Cornelio Gascón 9 Puerta 0 ,Buenos Aires,Centro,Tienda física,Accesorios,Femenino,1
2025-07-10,6117,Ronda de Manuel Barba 89 Puerta 4 ,Mendoza,Cuyo,Tienda física,Calzado deportivo,Femenino,1
2025-07-10,6118,Pasadizo Andrea Aguirre 97,Córdoba,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-07-10,6119,Urbanización de Valentín Campillo 96,Salta,Cuyo,Tienda física,Accesorios,Otro,1
2025-07-10,6120,Cañada Teresa Bernat 85 Puerta 1 ,Salta,Litoral,Online,Ropa deportiva,Otro,1
2025-07-10,6121,Glorieta de Lidia Bermejo 22,Buenos Aires,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-07-10,6122,C. de Emigdio León 59 Puerta 4 ,Mendoza,Cuyo,Tienda física,Ropa deportiva,Masculino,1
2025-07-10,6123,Via Anabel Cuenca 13,Córdoba,CABA,Online,Accesorios,Otro,1
2025-07-10,6124,Ronda de Trinidad Cepeda 9 Piso 0 ,Buenos Aires,NOA,Online,Accesorios,Masculino,1
2025-07-10,6125,C. de José Luis Alcalde 6 Piso 7 ,Córdoba,Centro,Online,Ropa deportiva,Femenino,1
2025-07-10,6126,C. de Emilio Caro 997 Puerta 5 ,Córdoba,NOA,Online,Ropa deportiva,Femenino,1
2025-07-10,6127,Vial de Maximiano Nuñez 52 Piso 8 ,Salta,NOA,Online,Accesorios,Masculino,1
2025-07-10,6128,Pasaje de Félix Escalona 890 Apt. 26 ,Córdoba,Centro,Tienda física,Calzado deportivo,Masculino,1
2025-07-10,6129,Calle de Toribio Alvarez 6 Piso 1 ,Córdoba,Centro,Online,Calzado deportivo,Masculino,1
2025-07-10,6130,Pasaje Liliana Guijarro 968,Santa Fe,CABA,Online,Calzado deportivo,Femenino,1
2025-07-10,6131,Vial Nieves Franco 798,Santa Fe,Litoral,Online,Calzado deportivo,Otro,1
2025-07-10,6132,Acceso Flor Iriarte 78,Córdoba,Litoral,Tienda física,Ropa deportiva,Otro,1
2025-07-10,6133,Ronda de Chema Barrena 75,Buenos Aires,Centro,Tienda física,Accesorios,Otro,1
2025-07-10,6134,Callejón de Felipa Azorin 843 Puerta 1 ,Salta,NOA,Tienda física,Accesorios,Masculino,1
2025-07-10,6135,Ronda Esteban Teruel 15 Puerta 6 ,Salta,Centro,Online,Calzado deportivo,Masculino,1
2025-07-10,6136,Avenida Eustaquio Roman 74,Santa Fe,Centro,Tienda física,Calzado deportivo,Otro,1
2025-07-10,6137,Avenida de Lucas Arce 110,Mendoza,Centro,Online,Accesorios,Masculino,1
2025-07-10,6138,C. de Pelayo Moraleda 55,Santa Fe,NOA,Online,Calzado deportivo,Masculino,1
2025-07-10,6139,Calle Clemente Sánchez 346,Santa Fe,Litoral,Online,Calzado deportivo,Otro,1
2025-07-10,6140,Rambla de Nilda Acosta 32 Piso 8 ,Buenos Aires,Cuyo,Tienda física,Accesorios,Femenino,1
2025-07-10,6141,Calle Angelina Fiol 71 Piso 5 ,Santa Fe,NOA,Online,Calzado deportivo,Masculino,1
2025-07-10,6142,Calle Maribel Salvà 9 Puerta 6 ,Córdoba,Centro,Tienda física,Ropa deportiva,Masculino,1
2025-07-10,6143,Cuesta Ciro García 30,Buenos Aires,Cuyo,Tienda física,Ropa deportiva,Otro,1
2025-07-10,6144,Plaza Santos Lerma 82 Piso 4 ,Santa Fe,Litoral,Online,Calzado deportivo,Masculino,1
2025-07-10,6145,Camino de Flavia Medina 35,Mendoza,Centro,Tienda física,Accesorios,Masculino,1
2025-07-10,6146,Calle de Rebeca Montero 84 Piso 4 ,Salta,Centro,Tienda física,Ropa deportiva,Otro,1
2025-07-10,6147,Ronda Albino Crespo 659,Buenos Aires,NOA,Online,Calzado deportivo,Femenino,1
2025-07-10,6148,Alameda de Plinio Uriarte 39,Mendoza,CABA,Online,Calzado deportivo,Femenino,1
2025-07-10,6149,Avenida de Ignacia Ocaña 92,Santa Fe,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-07-10,6150,Calle Noelia Cabeza 44,Santa Fe,Cuyo,Tienda física,Calzado deportivo,Otro,1
2025-07-10,6151,Vial Elisa Uría 54,Salta,Cuyo,Tienda física,Ropa deportiva,Masculino,1
2025-07-10,6152,Urbanización Maura Codina 845 Puerta 6 ,Córdoba,CABA,Tienda física,Calzado deportivo,Femenino,1
2025-07-10,6153,Calle de Manolo Sureda 52 Puerta 6 ,Córdoba,CABA,Online,Accesorios,Otro,1
2025-07-10,6154,Vial de Miriam Viana 24 Puerta 0 ,Córdoba,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-07-11,6155,Avenida de Alfredo Antón 997 Piso 4 ,Buenos Aires,Centro,Online,Accesorios,Masculino,1
2025-07-11,6156,Camino Clotilde Huguet 7,Buenos Aires,Litoral,Online,Ropa deportiva,Femenino,1
2025-07-11,6157,Via Eduardo Valverde 66 Puerta 5 ,Buenos Aires,Litoral,Online,Ropa deportiva,Masculino,1
2025-07-11,6158,Rambla Lucas Villalobos 610 Puerta 5 ,Córdoba,CABA,Online,Ropa deportiva,Masculino,1
2025-07-11,6159,Acceso María Fernanda Álvaro 53 Puerta 5 ,Buenos Aires,NOA,Tienda física,Ropa deportiva,Otro,1
2025-07-11,6160,Via de Florina Colom 44 Piso 4 ,Mendoza,Centro,Tienda física,Ropa deportiva,Otro,1
2025-07-11,6161,Plaza de Aroa Almagro 23,Córdoba,Litoral,Tienda física,Calzado deportivo,Masculino,1
2025-07-11,6162,Cañada de Jorge Mora 58,Buenos Aires,NOA,Online,Accesorios,Femenino,1
2025-07-11,6163,Cuesta Hugo Casal 38 Apt. 11 ,Santa Fe,NOA,Online,Accesorios,Masculino,1
2025-07-11,6164,Cañada de Febe Cornejo 9,Buenos Aires,Litoral,Tienda física,Ropa deportiva,Masculino,1
2025-07-11,6165,Callejón de Juan Francisco Valcárcel 489,Mendoza,Cuyo,Tienda física,Accesorios,Masculino,1
2025-07-11,6166,Calle de Amarilis Barragán 80 Apt. 95 ,Córdoba,Centro,Online,Accesorios,Otro,1
2025-07-11,6167,Vial de Rogelio Gelabert 77,Salta,Cuyo,Tienda física,Calzado deportivo,Femenino,1
2025-07-11,6168,Glorieta de Eladio Roma 37,Salta,CABA,Online,Ropa deportiva,Femenino,1
2025-07-11,6169,Pasadizo de Baldomero Jara 80,Salta,Litoral,Tienda física,Ropa deportiva,Masculino,1
2025-07-11,6170,Pasadizo de Andrea Uría 42,Salta,Litoral,Tienda física,Accesorios,Otro,1
2025-07-11,6171,C. Clarisa Camps 545 Piso 1 ,Salta,Centro,Online,Ropa deportiva,Otro,1
2025-07-11,6172,Pasaje de Lina Corral 326,Mendoza,Cuyo,Online,Ropa deportiva,Masculino,1
2025-07-11,6173,Ronda Nieves Ortiz 6,Buenos Aires,NOA,Tienda física,Ropa deportiva,Femenino,1
2025-07-11,6174,Cuesta Íngrid Luz 88 Apt. 55 ,Córdoba,NOA,Online,Ropa deportiva,Femenino,1
2025-07-11,6175,Glorieta Calisto Salmerón 431,Córdoba,Litoral,Tienda física,Calzado deportivo,Otro,1
2025-07-11,6176,Alameda de Teófila Piñol 7 Puerta 1 ,Mendoza,Centro,Online,Calzado deportivo,Masculino,1
2025-07-11,6177,Acceso de Eva María Ayuso 11 Apt. 02 ,Santa Fe,CABA,Online,Accesorios,Masculino,1
2025-07-11,6178,Cañada de Gloria Palacios 170 Piso 1 ,Santa Fe,Cuyo,Online,Ropa deportiva,Femenino,1
2025-07-11,6179,Urbanización de Armida Baeza 23,Córdoba,NOA,Tienda física,Calzado deportivo,Otro,1
2025-07-11,6180,Glorieta de Susana Valcárcel 49,Santa Fe,Centro,Online,Calzado deportivo,Masculino,1
2025-07-11,6181,Camino de Victoria Diez 74,Córdoba,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-07-11,6182,C. Visitación Villalba 475,Salta,NOA,Online,Accesorios,Masculino,1
2025-07-11,6183,Acceso Fernando Juan 88,Buenos Aires,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-07-11,6184,Pasaje Moreno Salmerón 531,Mendoza,CABA,Online,Ropa deportiva,Femenino,1
2025-07-11,6185,Callejón de Nydia Cardona 596 Piso 9 ,Buenos Aires,Litoral,Tienda física,Calzado deportivo,Otro,1
2025-07-11,6186,Callejón Haydée Francisco 340 Piso 7 ,Santa Fe,Cuyo,Online,Calzado deportivo,Masculino,1
2025-07-11,6187,Pasaje de Ricarda Granados 68,Mendoza,Litoral,Online,Calzado deportivo,Otro,1
2025-07-11,6188,Calle de Miguel Ángel Canals 225,Córdoba,NOA,Online,Calzado deportivo,Otro,1
2025-07-11,6189,Glorieta Chuy Rovira 12,Buenos Aires,NOA,Online,Calzado deportivo,Femenino,1
2025-07-11,6190,Camino de Cruz Llanos 75 Piso 1 ,Córdoba,NOA,Online,Calzado deportivo,Masculino,1
2025-07-11,6191,Pasaje de Itziar Peñalver 2 Puerta 5 ,Santa Fe,Cuyo,Online,Calzado deportivo,Otro,1
2025-07-11,6192,Urbanización de Lalo Abellán 1,Córdoba,Cuyo,Online,Accesorios,Masculino,1
2025-07-11,6193,Acceso de Octavio Santana 84,Mendoza,CABA,Online,Ropa deportiva,Femenino,1
2025-07-11,6194,C. de Primitivo Seco 82 Piso 4 ,Buenos Aires,Litoral,Tienda física,Ropa deportiva,Femenino,1
2025-07-11,6195,Alameda Abilio Rosselló 159,Buenos Aires,Cuyo,Online,Ropa deportiva,Femenino,1
2025-07-11,6196,Urbanización Baltasar Martinez 22,Córdoba,Cuyo,Tienda física,Calzado deportivo,Otro,1
2025-07-11,6197,Plaza de Rosario Ripoll 7 Piso 3 ,Salta,Litoral,Online,Calzado deportivo,Otro,1
2025-07-11,6198,Plaza Modesto Frías 92 Puerta 0 ,Santa Fe,Centro,Tienda física,Calzado deportivo,Masculino,1
2025-07-11,6199,Ronda Eustaquio Francisco 7 Apt. 50 ,Santa Fe,Cuyo,Online,Ropa deportiva,Femenino,1
2025-07-11,6200,Calle Toni Puig 7 Puerta 0 ,Córdoba,Centro,Online,Calzado deportivo,Masculino,1
2025-07-11,6201,Pasaje de Bautista Mármol 204,Mendoza,CABA,Online,Accesorios,Otro,1
2025-07-11,6202,Camino de Felicidad Soria 79,Santa Fe,Litoral,Online,Ropa deportiva,Femenino,1
2025-07-11,6203,Camino Lucas Revilla 70,Córdoba,Centro,Online,Ropa deportiva,Femenino,1
2025-07-11,6204,Callejón de Encarnación Rivera 3,Santa Fe,Litoral,Online,Accesorios,Masculino,1
2025-07-11,6205,Plaza Armida Trillo 884,Mendoza,Centro,Tienda física,Ropa deportiva,Otro,1
2025-07-11,6206,Callejón Mayte Gascón 75 Puerta 6 ,Mendoza,NOA,Tienda física,Ropa deportiva,Femenino,1
2025-07-11,6207,Pasaje José Luis Vallés 13 Apt. 97 ,Buenos Aires,Cuyo,Online,Ropa deportiva,Otro,1
2025-07-11,6208,Callejón de Amarilis Méndez 250,Santa Fe,Centro,Online,Ropa deportiva,Femenino,1
2025-07-11,6209,C. Víctor Cordero 2,Buenos Aires,Cuyo,Tienda física,Ropa deportiva,Masculino,1
2025-07-11,6210,Pasaje de María Del Carmen Vélez 5 Apt. 82 ,Salta,NOA,Tienda física,Calzado deportivo,Masculino,1
2025-07-11,6211,C. de Mario Carrera 27,Mendoza,NOA,Online,Calzado deportivo,Femenino,1
2025-07-11,6212,Calle de Clementina Lopez 23 Piso 9 ,Córdoba,CABA,Online,Ropa deportiva,Otro,1
2025-07-11,6213,Cuesta Bárbara Boada 21 Piso 1 ,Córdoba,Cuyo,Tienda física,Ropa deportiva,Femenino,1
2025-07-11,6214,C. Noemí Alvarado 5,Buenos Aires,Cuyo,Online,Calzado deportivo,Femenino,1
2025-07-11,6215,Cañada Toni Mayoral 59 Apt. 58 ,Santa Fe,Cuyo,Tienda física,Calzado deportivo,Otro,1
2025-07-11,6216,Via de Elodia Gisbert 842,Mendoza,NOA,Tienda física,Ropa deportiva,Otro,1
2025-07-11,6217,Rambla Toño Ballester 9,Buenos Aires,Centro,Tienda física,Ropa deportiva,Otro,1
2025-07-11,6218,Ronda Pascuala Yáñez 5 Piso 1 ,Santa Fe,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-07-11,6219,C. de Clemente Calderon 37 Puerta 4 ,Salta,NOA,Online,Ropa deportiva,Otro,1
2025-07-11,6220,Ronda Susanita Somoza 9,Mendoza,Centro,Online,Accesorios,Femenino,1
2025-07-11,6221,Pasadizo de Mar Ocaña 124,Santa Fe,CABA,Online,Calzado deportivo,Otro,1
2025-07-11,6222,Cuesta de Leonor Mora 52 Apt. 03 ,Santa Fe,Centro,Tienda física,Accesorios,Femenino,1
2025-07-11,6223,Avenida Pío Barón 861,Mendoza,Litoral,Online,Calzado deportivo,Femenino,1
2025-07-11,6224,Rambla de María Teresa Cornejo 59 Puerta 7 ,Santa Fe,Centro,Tienda física,Accesorios,Otro,1
2025-07-11,6225,Via de Emilia León 458 Apt. 51 ,Buenos Aires,CABA,Online,Ropa deportiva,Otro,1
2025-07-11,6226,Plaza Elías Quintanilla 53,Buenos Aires,Litoral,Tienda física,Calzado deportivo,Femenino,1
2025-07-11,6227,Pasaje Zaira Torre 90,Mendoza,Cuyo,Online,Ropa deportiva,Masculino,1
2025-07-11,6228,Rambla de Telmo Velasco 63 Puerta 5 ,Mendoza,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-07-11,6229,Callejón José María Espada 4 Puerta 0 ,Mendoza,CABA,Tienda física,Accesorios,Femenino,1
2025-07-11,6230,Alameda Flora Nicolau 56,Buenos Aires,NOA,Tienda física,Accesorios,Femenino,1
2025-07-11,6231,Via de Humberto Pareja 33,Mendoza,Litoral,Tienda física,Ropa deportiva,Masculino,1
2025-07-11,6232,Acceso de Alberto Varela 89,Mendoza,Centro,Tienda física,Accesorios,Masculino,1
2025-07-11,6233,Pasaje Miguel Diaz 42,Santa Fe,Litoral,Online,Accesorios,Femenino,1
2025-07-11,6234,Urbanización de José Coca 4,Salta,NOA,Online,Calzado deportivo,Masculino,1
2025-07-11,6235,Camino de Soraya Rosell 36 Puerta 0 ,Mendoza,Cuyo,Online,Accesorios,Masculino,1
2025-07-11,6236,Urbanización Raúl Alfonso 7 Puerta 4 ,Buenos Aires,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-07-11,6237,Pasadizo de Arsenio Mayol 529 Apt. 78 ,Mendoza,NOA,Tienda física,Calzado deportivo,Femenino,1
2025-07-11,6238,Rambla de Pío Olivera 472,Córdoba,Litoral,Tienda física,Ropa deportiva,Masculino,1
2025-07-11,6239,Ronda Sarita Criado 88 Puerta 3 ,Santa Fe,CABA,Online,Accesorios,Masculino,1
2025-07-11,6240,Pasadizo Benito Pedrero 38 Puerta 2 ,Mendoza,Litoral,Tienda física,Accesorios,Otro,1
2025-07-11,6241,Glorieta Lara Blanch 67 Apt. 11 ,Córdoba,Centro,Online,Ropa deportiva,Femenino,1
2025-07-11,6242,Vial Fanny Sancho 4 Piso 1 ,Mendoza,Centro,Online,Ropa deportiva,Femenino,1
2025-07-11,6243,Cuesta de Ángela Nebot 98 Puerta 6 ,Buenos Aires,NOA,Online,Calzado deportivo,Otro,1
2025-07-11,6244,Avenida de Jordi Sabater 898,Córdoba,Cuyo,Tienda física,Ropa deportiva,Otro,1
2025-07-11,6245,Alameda Jose Ramón Velasco 98,Santa Fe,CABA,Online,Accesorios,Femenino,1
2025-07-11,6246,Vial Fátima Gisbert 865,Salta,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-07-11,6247,Cuesta Mónica Porcel 64 Apt. 25 ,Salta,Litoral,Online,Ropa deportiva,Femenino,1
2025-07-11,6248,Rambla Ezequiel Albero 734 Piso 4 ,Córdoba,NOA,Tienda física,Calzado deportivo,Femenino,1
2025-07-11,6249,Via de Hugo Villaverde 8,Córdoba,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-07-11,6250,Calle de Yolanda Rosell 593,Santa Fe,Litoral,Online,Accesorios,Otro,1
2025-07-11,6251,Calle Rodrigo Ángel 38 Puerta 2 ,Santa Fe,NOA,Online,Calzado deportivo,Masculino,1
2025-07-14,6252,Vial de Dafne Villalonga 50,Buenos Aires,Litoral,Tienda física,Accesorios,Masculino,1
2025-07-14,6253,Pasadizo de Raúl Valbuena 1,Salta,Cuyo,Tienda física,Calzado deportivo,Femenino,1
2025-07-14,6254,Glorieta de Fabiana Alberola 66,Mendoza,Centro,Online,Calzado deportivo,Masculino,1
2025-07-14,6255,Alameda Eugenia Aramburu 569 Apt. 23 ,Mendoza,Centro,Online,Ropa deportiva,Masculino,1
2025-07-14,6256,Paseo Benigna Abellán 788 Apt. 81 ,Salta,NOA,Online,Accesorios,Otro,1
2025-07-14,6257,Pasaje Conrado Lumbreras 723,Buenos Aires,NOA,Online,Ropa deportiva,Masculino,1
2025-07-14,6258,Ronda Ariadna Andreu 958,Salta,Centro,Tienda física,Accesorios,Femenino,1
2025-07-14,6259,Callejón de Hugo Torrents 41 Apt. 67 ,Córdoba,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-07-14,6260,Glorieta de Rosario Goicoechea 2 Puerta 8 ,Buenos Aires,NOA,Tienda física,Ropa deportiva,Otro,1
2025-07-14,6261,Urbanización de Ariel Martinez 80,Santa Fe,Centro,Tienda física,Accesorios,Femenino,1
2025-07-14,6262,C. de Ariel Jurado 91 Apt. 80 ,Córdoba,CABA,Online,Accesorios,Otro,1
2025-07-14,6263,Callejón de Óscar Delgado 213,Salta,NOA,Online,Calzado deportivo,Otro,1
2025-07-14,6264,C. Pepe Saez 16,Córdoba,Litoral,Tienda física,Accesorios,Otro,1
2025-07-14,6265,Vial Itziar Garcia 3,Salta,CABA,Online,Ropa deportiva,Femenino,1
2025-07-14,6266,Pasadizo de Danilo Samper 5,Salta,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-07-14,6267,Vial Ana Miranda 288,Mendoza,NOA,Online,Calzado deportivo,Otro,1
2025-07-14,6268,Rambla de Amado Ribas 50,Santa Fe,NOA,Tienda física,Calzado deportivo,Masculino,1
2025-07-14,6269,Acceso de Eladio Santana 26,Santa Fe,Litoral,Online,Ropa deportiva,Masculino,1
2025-07-14,6270,Camino Omar Gomis 1,Salta,NOA,Tienda física,Accesorios,Masculino,1
2025-07-14,6271,Pasaje Eligia Escrivá 41,Buenos Aires,Centro,Online,Ropa deportiva,Otro,1
2025-07-14,6272,Vial Guiomar Alemán 4 Puerta 7 ,Salta,CABA,Tienda física,Ropa deportiva,Otro,1
2025-07-14,6273,Plaza Remedios Bou 240,Buenos Aires,Cuyo,Tienda física,Accesorios,Femenino,1
2025-07-14,6274,C. de Celestino Guzman 80 Piso 2 ,Córdoba,CABA,Tienda física,Accesorios,Otro,1
2025-07-14,6275,Calle Evelia Lumbreras 90 Apt. 63 ,Salta,CABA,Online,Ropa deportiva,Otro,1
2025-07-14,6276,Urbanización Hilario Pareja 2 Piso 2 ,Santa Fe,NOA,Online,Accesorios,Otro,1
2025-07-14,6277,Alameda Borja Araujo 59 Piso 1 ,Buenos Aires,Litoral,Online,Calzado deportivo,Femenino,1
2025-07-14,6278,Calle Selena Parejo 6 Apt. 33 ,Buenos Aires,CABA,Tienda física,Calzado deportivo,Otro,1
2025-07-14,6279,Camino Ruy Salazar 30,Córdoba,Cuyo,Tienda física,Calzado deportivo,Femenino,1
2025-07-14,6280,Cuesta Martin Bueno 75 Piso 5 ,Buenos Aires,Centro,Online,Accesorios,Otro,1
2025-07-14,6281,Camino Aureliano Girón 93,Salta,CABA,Online,Ropa deportiva,Masculino,1
2025-07-14,6282,Callejón de Herberto Giralt 619 Puerta 0 ,Mendoza,Centro,Online,Accesorios,Femenino,1
2025-07-14,6283,Paseo Marc Cal 72,Salta,Centro,Tienda física,Ropa deportiva,Otro,1
2025-07-14,6284,Calle de Cirino Menéndez 48 Puerta 1 ,Santa Fe,CABA,Online,Ropa deportiva,Masculino,1
2025-07-14,6285,Acceso de Adelardo Alemán 59 Puerta 5 ,Salta,NOA,Tienda física,Accesorios,Masculino,1
2025-07-14,6286,C. de Rosalina Madrigal 20 Puerta 1 ,Mendoza,Litoral,Online,Calzado deportivo,Femenino,1
2025-07-14,6287,Glorieta Fortunato Abril 7,Salta,CABA,Tienda física,Accesorios,Otro,1
2025-07-14,6288,Pasadizo Carla Aguilar 20 Piso 5 ,Buenos Aires,NOA,Tienda física,Calzado deportivo,Masculino,1
2025-07-14,6289,Alameda de Dimas Cuéllar 87,Mendoza,Cuyo,Tienda física,Calzado deportivo,Masculino,1
2025-07-14,6290,Callejón Salvador Burgos 32 Puerta 8 ,Salta,CABA,Online,Calzado deportivo,Masculino,1
2025-07-14,6291,Ronda Osvaldo Rodríguez 387 Apt. 20 ,Salta,CABA,Tienda física,Calzado deportivo,Otro,1
2025-07-14,6292,Avenida de Tania Andrés 66 Apt. 47 ,Córdoba,Cuyo,Online,Accesorios,Femenino,1
2025-07-14,6293,Avenida de José Antonio Manuel 27 Puerta 9 ,Santa Fe,Litoral,Online,Ropa deportiva,Otro,1
2025-07-14,6294,Alameda de Isaías Baró 65 Piso 0 ,Mendoza,Centro,Tienda física,Ropa deportiva,Otro,1
2025-07-14,6295,Vial Eusebia Alfaro 69,Mendoza,CABA,Online,Calzado deportivo,Masculino,1
2025-07-14,6296,Glorieta de Maxi Rodriguez 82 Puerta 2 ,Santa Fe,Centro,Tienda física,Calzado deportivo,Otro,1
2025-07-14,6297,Ronda Eva Buendía 1 Puerta 8 ,Santa Fe,Centro,Tienda física,Accesorios,Masculino,1
2025-07-14,6298,Alameda de Baudelio Vélez 5,Salta,CABA,Online,Calzado deportivo,Femenino,1
2025-07-14,6299,Pasaje de Ariel Contreras 16 Piso 4 ,Santa Fe,Centro,Online,Calzado deportivo,Otro,1
2025-07-14,6300,Calle de Milagros Roman 3,Santa Fe,NOA,Tienda física,Ropa deportiva,Otro,1
2025-07-14,6301,Rambla de Nico Moraleda 41,Buenos Aires,Centro,Tienda física,Accesorios,Femenino,1
2025-07-14,6302,Pasaje Tadeo Estrada 18 Puerta 5 ,Buenos Aires,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-07-14,6303,Cuesta Rafael Larrañaga 2 Piso 3 ,Santa Fe,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-07-14,6304,Acceso María Manuela Ledesma 228 Piso 3 ,Santa Fe,Centro,Tienda física,Ropa deportiva,Otro,1
2025-07-14,6305,C. Esperanza Calderón 9,Buenos Aires,NOA,Tienda física,Ropa deportiva,Femenino,1
2025-07-14,6306,Acceso de Toño Canales 70,Buenos Aires,Centro,Tienda física,Accesorios,Femenino,1
2025-07-14,6307,Callejón de Lorena Rebollo 56 Piso 8 ,Salta,NOA,Online,Calzado deportivo,Femenino,1
2025-07-14,6308,Rambla de Natalio Asenjo 145 Puerta 1 ,Salta,Cuyo,Tienda física,Calzado deportivo,Otro,1
2025-07-14,6309,Camino Custodia Cortina 17 Puerta 9 ,Santa Fe,Litoral,Tienda física,Ropa deportiva,Masculino,1
2025-07-14,6310,Via de Adán Cobos 255,Córdoba,Centro,Online,Ropa deportiva,Masculino,1
2025-07-14,6311,Pasadizo Inmaculada Coronado 35 Apt. 32 ,Mendoza,Cuyo,Tienda física,Accesorios,Otro,1
2025-07-14,6312,Camino de Desiderio Carvajal 680 Apt. 83 ,Salta,Cuyo,Tienda física,Accesorios,Masculino,1
2025-07-14,6313,Glorieta de Albino Roselló 13,Córdoba,Litoral,Tienda física,Accesorios,Femenino,1
2025-07-14,6314,Urbanización Chita Águila 20,Córdoba,Centro,Online,Ropa deportiva,Masculino,1
2025-07-14,6315,Pasaje de Máxima Querol 221 Puerta 0 ,Salta,NOA,Tienda física,Calzado deportivo,Masculino,1
2025-07-14,6316,Cuesta Socorro Cadenas 670 Piso 4 ,Mendoza,NOA,Online,Calzado deportivo,Femenino,1
2025-07-14,6317,Callejón de Amador Rubio 414 Puerta 7 ,Mendoza,Cuyo,Online,Ropa deportiva,Otro,1
2025-07-14,6318,Glorieta de Carmina Mayoral 61 Puerta 5 ,Salta,Cuyo,Online,Calzado deportivo,Femenino,1
2025-07-14,6319,Ronda de Ema Miranda 379 Puerta 6 ,Mendoza,NOA,Online,Accesorios,Otro,1
2025-07-14,6320,Urbanización de Fidel Tamarit 52,Salta,NOA,Online,Calzado deportivo,Femenino,1
2025-07-14,6321,Calle de Graciano Bermúdez 705,Salta,Cuyo,Tienda física,Accesorios,Otro,1
2025-07-14,6322,Via de Ámbar Lara 4 Piso 3 ,Mendoza,Cuyo,Tienda física,Accesorios,Masculino,1
2025-07-14,6323,C. de Aura Gual 99,Santa Fe,Cuyo,Online,Ropa deportiva,Masculino,1
2025-07-14,6324,Paseo de Che Rosado 6 Puerta 1 ,Córdoba,Litoral,Online,Calzado deportivo,Otro,1
2025-07-14,6325,Plaza de Feliciano Leal 73,Santa Fe,NOA,Online,Calzado deportivo,Femenino,1
2025-07-14,6326,Callejón de Luisina Garrido 93,Córdoba,NOA,Online,Accesorios,Masculino,1
2025-07-14,6327,Glorieta Carlos Zaragoza 53,Córdoba,Centro,Tienda física,Calzado deportivo,Masculino,1
2025-07-14,6328,Acceso Rosalina Tirado 7,Buenos Aires,CABA,Tienda física,Ropa deportiva,Masculino,1
2025-07-14,6329,Via de Berto Camps 77,Mendoza,Cuyo,Online,Accesorios,Otro,1
2025-07-14,6330,Pasaje Hernando Jara 88,Buenos Aires,Litoral,Online,Calzado deportivo,Femenino,1
2025-07-14,6331,Cañada de Dionisio Lozano 75,Salta,CABA,Online,Ropa deportiva,Masculino,1
2025-07-14,6332,Glorieta de Bernardo Cabañas 98 Piso 9 ,Buenos Aires,Centro,Tienda física,Ropa deportiva,Masculino,1
2025-07-14,6333,C. de Jerónimo Sáenz 1,Salta,Cuyo,Online,Calzado deportivo,Otro,1
2025-07-14,6334,Paseo Guiomar Arrieta 5 Puerta 5 ,Salta,NOA,Tienda física,Accesorios,Femenino,1
2025-07-14,6335,C. Raúl Rosselló 9 Puerta 0 ,Mendoza,Litoral,Online,Accesorios,Otro,1
2025-07-14,6336,Pasadizo Isaura Arellano 54 Piso 2 ,Córdoba,Litoral,Online,Ropa deportiva,Otro,1
2025-07-14,6337,Avenida de Adelia Fuertes 16,Córdoba,CABA,Online,Calzado deportivo,Femenino,1
2025-07-14,6338,Ronda Perlita Fortuny 5 Puerta 3 ,Córdoba,CABA,Tienda física,Ropa deportiva,Femenino,1
2025-07-14,6339,Glorieta Vito Cañellas 49,Salta,CABA,Tienda física,Accesorios,Otro,1
2025-07-14,6340,Alameda de Adolfo Grande 9,Mendoza,Centro,Online,Accesorios,Femenino,1
2025-07-14,6341,Camino de Dani Berrocal 84,Mendoza,NOA,Online,Calzado deportivo,Masculino,1
2025-07-14,6342,Camino de Gil Tejada 78 Puerta 1 ,Mendoza,Litoral,Online,Accesorios,Masculino,1
2025-07-14,6343,Cuesta Florencia Catalá 97,Mendoza,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-07-14,6344,Acceso Onofre Galiano 925,Salta,Cuyo,Tienda física,Ropa deportiva,Masculino,1
2025-07-14,6345,Rambla Chus Folch 27,Santa Fe,CABA,Tienda física,Calzado deportivo,Femenino,1
2025-07-14,6346,Urbanización Jose Ignacio Vara 81 Puerta 7 ,Mendoza,Litoral,Online,Accesorios,Masculino,1
2025-07-14,6347,Vial Ariadna Ureña 19 Piso 2 ,Santa Fe,Centro,Online,Accesorios,Masculino,1
2025-07-14,6348,Pasadizo de Araceli Belda 6 Puerta 0 ,Mendoza,NOA,Tienda física,Ropa deportiva,Masculino,1
