Cliente,Dirección,Latitud,Longitud,Teléfono,Correo electrónico,Fecha,Mes,Cantidad_entregas
54800,Calle Belgrano 5439,-34.607946,-58.567722,+34 827 85 51 33,gracianomur@hotmail.com,2025-05-26,5,1
54800,Calle Segurola 660,-34.870866,-58.333747,+34715 249 976,nilo55@salmeron.com,2025-06-21,6,1
54801,Calle Rivera Indarte 998,-34.753478,-58.531452,+34 719 812 916,maria-doloresbecerra@gmail.com,2025-05-23,5,1
54805,Calle Belgrano 734,-34.795854,-58.58765,+34740446879,wmata@somoza-peral.com,2025-05-13,5,1
54806,Calle 25 de Mayo 6640,-34.854724,-58.439948,+34 618856169,egeamario@yahoo.com,2025-06-19,6,1
54809,Calle Lavalle 7372,-34.801909,-58.521999,+34742 74 48 67,nicolasa72@gmail.com,2025-06-04,6,1
54814,Calle Emilio Castro 2473,-34.650653,-58.546524,+34 638 462 184,luis-miguel44@gmail.com,2025-06-14,6,1
54817,Calle Belgrano 9169,-34.88723,-58.350727,+34 689 441 854,monicabertran@ojeda.com,2025-06-06,6,1
54820,Calle Lavalle 1545,-34.635388,-58.525855,+34726 496 286,primitivalastra@moreno.com,2025-09-26,9,1
54822,Avenida del Libertador 7564,-34.641914,-58.482768,+34 850 63 02 10,jacinto58@gmail.com,2025-09-03,9,1
54830,Calle Rivera Indarte 200,-34.845417,-58.374312,+34 723 45 81 09,anselmo76@gmail.com,2025-05-20,5,1
54831,Avenida Cabildo 4552,-34.859778,-58.355678,+34 707 19 98 53,calixtaflores@camino-calatayud.es,2025-09-25,9,1
54832,Avenida San Martín 3154,-34.628939,-58.571202,+34728522982,mdonoso@ramirez-duran.org,2025-09-27,9,1
54835,Avenida San Martín 1518,-34.813341,-58.313346,+34 622 84 95 56,florinamelero@aramburu.es,2025-05-08,5,1
54842,Avenida Gaona 1978,-34.845201,-58.466892,+34 895 492 748,vilma77@tapia.es,2025-05-03,5,1
54846,Avenida Juan B. Justo 968,-34.694848,-58.510435,+34724452887,castrillorocio@palomar-linares.es,2025-09-02,9,1
54849,Calle Rivera Indarte 3292,-34.658908,-58.509438,+34749 88 81 72,vilaamando@hotmail.com,2025-05-02,5,1
54855,Avenida San Martín 6089,-34.632082,-58.503334,+34 819 737 373,cmendez@gmail.com,2025-06-18,6,1
54857,Avenida Juan B. Justo 5540,-34.794983,-58.341186,+34 994199960,arrietasaturnino@ugarte.org,2025-08-09,8,1
54859,Calle 25 de Mayo 8702,-34.684558,-58.539022,+34956 26 77 40,dquerol@gmail.com,2025-05-01,5,1
54863,Calle Lavalle 5517,-34.794687,-58.384566,+34 658 43 04 55,jovetrinidad@gmail.com,2025-05-27,5,1
54870,Avenida Santa Fe 5408,-34.65087,-58.518244,+34 737 862 947,maximianoperez@palomino.com,2025-08-23,8,1
54872,Calle Rivera Indarte 7526,-34.85995,-58.378127,+34716 496 711,marinoantonio@hotmail.com,2025-05-14,5,1
54878,Calle Yrigoyen 3963,-34.73505,-58.36108,+34 613 294 105,kmariscal@arribas.com,2025-10-04,10,1
54879,Avenida del Libertador 7835,-34.872704,-58.387464,+34865 48 20 06,gmelendez@yahoo.com,2025-08-15,8,1
54885,Avenida Directorio 3720,-34.622276,-58.451084,+34713 63 18 24,martina80@pascual.es,2025-08-18,8,1
54895,Avenida Corrientes 8741,-34.637847,-58.336417,+34 966869021,severinopinedo@torre.es,2025-05-02,5,1
54907,Avenida Rivadavia 8228,-34.69273,-58.303638,+34 967481555,beatrizmascaro@hotmail.com,2025-06-30,6,1
54908,Avenida San Martín 9148,-34.87798,-58.407461,+34995348141,fernandoaragones@gmail.com,2025-07-12,7,1
54908,Calle Belgrano 6980,-34.819543,-58.427473,+34 692778320,florencio71@mora.es,2025-09-20,9,1
54913,Avenida Santa Fe 5341,-34.769031,-58.479657,+34721002461,tzabala@hotmail.com,2025-05-31,5,1
54917,Avenida del Libertador 4920,-34.646428,-58.361017,+34725598791,mendezsantos@hotmail.com,2025-08-19,8,1
54920,Avenida Gaona 5709,-34.70716,-58.573076,+34690 015 277,marinacardona@pedrero.com,2025-08-18,8,1
54920,Calle Lavalle 8868,-34.808052,-58.497891,+34 708 28 14 01,feliusalud@acosta.es,2025-10-14,10,1
54924,Avenida Juan B. Justo 2469,-34.792551,-58.387184,+34 962 86 38 09,noelia27@quevedo.com,2025-05-21,5,1
54939,Avenida Corrientes 8899,-34.770132,-58.525017,+34 723 721 322,saludalcaraz@hotmail.com,2025-09-03,9,1
54941,Avenida San Martín 829,-34.699486,-58.47795,+34731435503,remedioscuadrado@barrera.org,2025-09-25,9,1
54941,Calle Belgrano 3474,-34.630399,-58.388963,+34 749 55 90 09,cristinaverdu@yahoo.com,2025-08-11,8,1
54942,Avenida Cabildo 7123,-34.627611,-58.419826,+34714 756 944,ngallego@arenas.es,2025-07-08,7,1
54947,Calle Lavalle 6339,-34.758298,-58.401863,+34730304112,bhigueras@enriquez.es,2025-09-23,9,1
54951,Avenida del Libertador 2365,-34.657293,-58.428975,+34 689 30 28 35,eleuterio86@hotmail.com,2025-07-26,7,1
54955,Avenida Santa Fe 8899,-34.672581,-58.430311,+34 719 85 03 37,julio-cesar71@cadenas.es,2025-08-27,8,1
54962,Avenida Santa Fe 9317,-34.722332,-58.550979,+34 747139372,joaquin77@gmail.com,2025-05-05,5,1
54965,Calle Yrigoyen 9706,-34.849997,-58.395558,+34 747 89 34 74,inmaculada84@contreras.es,2025-07-24,7,1
54967,Avenida Cabildo 5292,-34.878974,-58.307684,+34 711 189 971,lbaez@baez-lloret.com,2025-10-08,10,1
54968,Calle 25 de Mayo 923,-34.809372,-58.594534,+34711 058 821,zlledo@lozano.org,2025-07-07,7,1
54972,Avenida Cabildo 2397,-34.763984,-58.545888,+34 707036331,eligiablazquez@yahoo.com,2025-08-18,8,1
54972,Avenida Juan B. Justo 8622,-34.64976,-58.569348,+34974618722,jnevado@yahoo.com,2025-10-03,10,1
54981,Avenida Directorio 4765,-34.681251,-58.568737,+34 708 13 55 81,wfiguerola@hotmail.com,2025-08-25,8,1
54981,Calle Yrigoyen 3096,-34.622587,-58.474219,+34 731914933,maria-dolores95@hotmail.com,2025-10-20,10,1
54982,Calle Rivera Indarte 2721,-34.842246,-58.487069,+34719 830 003,guillermo37@hotmail.com,2025-10-16,10,1
54985,Calle Lavalle 1493,-34.642032,-58.582559,+34 847 812 714,lunapio@tejero.net,2025-07-18,7,1
54992,Avenida Rivadavia 3024,-34.68293,-58.428661,+34 749234186,lllado@yahoo.com,2025-05-12,5,1
54996,Calle Emilio Castro 2383,-34.883689,-58.527923,+34741 211 492,zrosales@yahoo.com,2025-09-12,9,1
54996,Calle Emilio Castro 3314,-34.715979,-58.32881,+34 732996343,hilariobernat@echevarria.es,2025-06-13,6,1
54997,Avenida Cabildo 4878,-34.701983,-58.59219,+34 687252865,otilia41@vilaplana.es,2025-09-02,9,1
55005,Calle Segurola 940,-34.713096,-58.372962,+34 678 50 38 94,espadatito@gmail.com,2025-10-20,10,1
55008,Calle 25 de Mayo 8309,-34.601123,-58.54293,+34 739 358 942,ignacio47@herrero-cuevas.es,2025-05-21,5,1
55011,Calle Yrigoyen 1655,-34.783881,-58.430241,+34 730 33 44 70,ugartedan@yahoo.com,2025-07-02,7,1
55012,Avenida Juan B. Justo 6619,-34.79773,-58.54783,+34700 940 689,maria-luisagordillo@yahoo.com,2025-10-17,10,1
55015,Avenida Gaona 1119,-34.830664,-58.491535,+34 702 75 26 46,eliasfrancisca@yahoo.com,2025-06-19,6,1
55019,Avenida San Martín 7030,-34.733481,-58.553034,+34 942770704,carmelita94@yahoo.com,2025-06-11,6,1
55019,Calle 25 de Mayo 8316,-34.871814,-58.379787,+34 729 34 56 41,becerrayaiza@yahoo.com,2025-07-03,7,1
55021,Avenida Rivadavia 4847,-34.706441,-58.326433,+34805435150,fontfidel@colomer-escriva.es,2025-05-19,5,1
55021,Avenida Santa Fe 3876,-34.650134,-58.570247,+34 704 104 480,roldanbaquero@gmail.com,2025-07-09,7,1
55022,Calle Rivera Indarte 6958,-34.669576,-58.311326,+34745 426 809,hernanjauregui@yahoo.com,2025-08-16,8,1
55025,Avenida del Libertador 6810,-34.885316,-58.363018,+34 720120871,jperez@hotmail.com,2025-09-29,9,1
55025,Calle Belgrano 6601,-34.745214,-58.317752,+34711 165 330,paola10@lledo-alvarez.net,2025-09-03,9,1
55038,Avenida Rivadavia 5261,-34.862925,-58.568431,+34 704 141 450,edgar40@menendez.es,2025-07-02,7,1
55041,Avenida Corrientes 2445,-34.845472,-58.412806,+34 676169272,itziaralemany@gmail.com,2025-09-30,9,1
55046,Avenida Corrientes 7728,-34.666798,-58.438351,+34 723601963,jbarba@gmail.com,2025-09-26,9,1
55054,Avenida del Libertador 5861,-34.819266,-58.432626,+34709 51 64 63,elodiafalco@nevado.com,2025-06-11,6,1
55056,Avenida Corrientes 7768,-34.793277,-58.319828,+34705 150 546,kmiguel@duque-ayuso.com,2025-07-15,7,1
55060,Avenida Santa Fe 2251,-34.70107,-58.498307,+34930718805,fernandaguzman@azcona.es,2025-10-04,10,1
55060,Avenida Santa Fe 6023,-34.680042,-58.398875,+34747 441 571,animercader@cespedes.com,2025-07-14,7,1
55066,Calle Lavalle 6944,-34.640527,-58.509313,+34 733 296 677,noemi27@gmail.com,2025-08-22,8,1
55071,Avenida Rivadavia 8074,-34.755305,-58.45963,+34704 574 647,germanlinares@yahoo.com,2025-08-23,8,1
55075,Avenida San Martín 6998,-34.713286,-58.327641,+34 749 935 708,asunciongarmendia@rocamora.org,2025-05-24,5,1
55076,Calle Lavalle 4953,-34.858239,-58.311688,+34659602808,bjover@gmail.com,2025-09-01,9,1
55081,Calle Segurola 355,-34.606191,-58.421384,+34 740 20 92 58,manucheca@adadia-alvarez.net,2025-06-06,6,1
55088,Avenida Juan B. Justo 3410,-34.745444,-58.390061,+34728 522 585,pcarretero@gmail.com,2025-08-09,8,1
55090,Avenida Rivadavia 884,-34.823132,-58.474376,+34713 387 523,zramis@gmail.com,2025-07-23,7,1
55104,Avenida Directorio 6188,-34.870784,-58.4656,+34 669 72 11 84,estevemaximiano@paniagua.com,2025-09-23,9,1
55105,Avenida Cabildo 9628,-34.826312,-58.566273,+34 702 06 73 51,sricart@egea.es,2025-06-27,6,1
55115,Avenida Gaona 9472,-34.687962,-58.441259,+34713 110 775,maciasangelica@ochoa.es,2025-08-12,8,1
55124,Calle Belgrano 5431,-34.68809,-58.529784,+34 721 716 978,carroruperta@garmendia.net,2025-05-22,5,1
55134,Avenida Corrientes 6200,-34.657773,-58.427031,+34 959537408,paulino94@yahoo.com,2025-10-22,10,1
55139,Avenida Corrientes 8354,-34.788528,-58.338513,+34 719 725 672,perlitariba@gmail.com,2025-09-23,9,1
55158,Avenida Gaona 3326,-34.677282,-58.597656,+34 706 991 235,bsaez@morillo.net,2025-08-15,8,1
55159,Avenida Directorio 5814,-34.620481,-58.59383,+34 748878451,juliaramos@lozano-aleman.es,2025-06-14,6,1
55163,Avenida Santa Fe 8709,-34.837439,-58.341601,+34726744283,cuervopia@teruel-macias.com,2025-08-30,8,1
55170,Avenida Corrientes 4869,-34.623966,-58.319358,+34 839 08 93 26,gonzalezbrunilda@gmail.com,2025-07-09,7,1
55174,Avenida Gaona 3743,-34.614689,-58.470207,+34705 586 722,antoniosabater@pujadas-pujadas.net,2025-05-28,5,1
55177,Avenida Gaona 7616,-34.662198,-58.485869,+34896 834 202,cosme48@yahoo.com,2025-05-16,5,1
55177,Calle Emilio Castro 560,-34.878637,-58.339663,+34604 829 623,adora63@gmail.com,2025-08-19,8,1
55182,Avenida Juan B. Justo 7309,-34.707151,-58.445575,+34 742617720,acevedodelfina@palacio.com,2025-08-18,8,1
55190,Avenida Juan B. Justo 4998,-34.823642,-58.506908,+34866144738,ainara17@mulet.org,2025-05-20,5,1
55191,Calle Emilio Castro 8020,-34.828207,-58.324793,+34 710773089,elisabet66@yahoo.com,2025-07-26,7,1
55192,Avenida San Martín 2378,-34.80729,-58.542638,+34710 01 25 35,domitila67@francisco-piquer.com,2025-10-24,10,1
55193,Calle Belgrano 5005,-34.829877,-58.302326,+34718 18 74 17,castillainigo@gual-vendrell.com,2025-09-27,9,1
55194,Avenida San Martín 8029,-34.642558,-58.361104,+34 729164131,ujulian@sala.es,2025-09-05,9,1
55207,Avenida Cabildo 8931,-34.730864,-58.302942,+34743274551,gracianocanas@gmail.com,2025-07-21,7,1
55209,Avenida Cabildo 3665,-34.682633,-58.394617,+34 737 56 04 51,ferrandezjulia@gmail.com,2025-07-19,7,1
55217,Avenida Cabildo 6490,-34.602131,-58.482339,+34649 26 31 23,ciriaco74@gmail.com,2025-10-02,10,1
55223,Avenida Directorio 1745,-34.675001,-58.446304,+34710 25 35 70,ipont@jauregui-suarez.com,2025-08-01,8,1
55229,Avenida Directorio 4582,-34.762118,-58.350346,+34747414158,porceljordan@yahoo.com,2025-10-20,10,1
55238,Calle Belgrano 5071,-34.6021,-58.393084,+34870 16 48 30,condeadora@cabanas-santiago.com,2025-09-11,9,1
55241,Calle Belgrano 4479,-34.801932,-58.532179,+34 920 511 191,uarnaiz@gmail.com,2025-05-29,5,1
55251,Calle 25 de Mayo 4127,-34.863784,-58.387855,+34 732 247 217,ochoaadora@santana-cortina.com,2025-06-11,6,1
55254,Avenida Directorio 7848,-34.851074,-58.319564,+34651774561,agapitoespanol@vizcaino.com,2025-08-22,8,1
55258,Calle Emilio Castro 5057,-34.668091,-58.419768,+34745 327 687,tprats@gmail.com,2025-05-24,5,1
55258,Calle Segurola 459,-34.618047,-58.372999,+34 645 16 10 09,urrutiaapolonia@cordoba-sans.com,2025-05-08,5,1
55261,Calle Lavalle 1226,-34.835202,-58.488102,+34 702922023,olgaquevedo@gmail.com,2025-08-06,8,1
55263,Avenida Santa Fe 3077,-34.679899,-58.42854,+34701593358,cferrer@millan.es,2025-05-24,5,1
55265,Avenida Juan B. Justo 1778,-34.724385,-58.55411,+34736147766,bsuarez@yahoo.com,2025-06-27,6,1
55276,Calle Rivera Indarte 241,-34.733885,-58.567292,+34707814148,anacletocarreno@llopis.net,2025-10-02,10,1
55287,Calle Segurola 6248,-34.696147,-58.441466,+34944 036 350,maitevalero@jover.org,2025-07-05,7,1
55289,Avenida Gaona 4045,-34.629479,-58.405381,+34 643 239 009,pasensio@redondo-llabres.net,2025-07-10,7,1
55289,Calle Segurola 5067,-34.607835,-58.479832,+34 719 04 39 47,wmelero@vall-sosa.org,2025-07-05,7,1
55294,Avenida Directorio 8729,-34.635802,-58.487315,+34706275258,ernestomacias@gmail.com,2025-06-03,6,1
55298,Avenida Santa Fe 894,-34.883585,-58.313557,+34 960 262 285,rosalinalozano@tome-esteve.es,2025-07-05,7,1
55299,Avenida San Martín 9685,-34.604026,-58.503784,+34 823 50 23 27,piedadpalau@yahoo.com,2025-07-12,7,1
55310,Avenida Corrientes 1917,-34.668094,-58.41153,+34701 28 97 22,elisabetribas@chaparro.com,2025-05-27,5,1
55310,Calle Emilio Castro 8721,-34.833728,-58.468858,+34 632 80 41 49,emigdio12@yahoo.com,2025-10-21,10,1
55311,Avenida Juan B. Justo 220,-34.639846,-58.524975,+34 728 51 14 82,laura85@gimenez.com,2025-07-02,7,1
55312,Avenida Cabildo 9682,-34.791513,-58.517309,+34732 96 28 35,rafael53@yahoo.com,2025-08-19,8,1
55320,Avenida San Martín 8399,-34.825779,-58.378248,+34 741 94 33 39,scozar@jaen.es,2025-08-06,8,1
55324,Calle Emilio Castro 7686,-34.734126,-58.32806,+34666073301,arsenio47@yahoo.com,2025-09-24,9,1
55333,Avenida Rivadavia 4741,-34.807511,-58.547063,+34 888579305,jbaron@bayo.org,2025-06-04,6,1
55336,Calle Belgrano 1929,-34.633067,-58.468618,+34 621765722,chus72@yahoo.com,2025-10-06,10,1
55336,Calle Rivera Indarte 2446,-34.785398,-58.588783,+34713 62 70 18,teo76@gmail.com,2025-10-04,10,1
55337,Avenida Juan B. Justo 4710,-34.779243,-58.452972,+34946 02 12 77,rochacelestina@soriano-tomas.com,2025-07-23,7,1
55348,Avenida Santa Fe 4062,-34.817604,-58.591764,+34640527971,mauracadenas@dalmau-cabo.com,2025-08-13,8,1
55353,Calle Belgrano 128,-34.743582,-58.523504,+34727 870 185,fmur@yahoo.com,2025-05-10,5,1
55359,Avenida Gaona 8928,-34.834264,-58.463654,+34 715777743,malbero@benet-carmona.es,2025-08-22,8,1
55362,Avenida Santa Fe 9329,-34.626122,-58.486522,+34711 251 660,cirino31@yahoo.com,2025-10-04,10,1
55365,Avenida Directorio 8697,-34.751832,-58.525047,+34 703 103 328,sfeliu@checa.es,2025-05-06,5,1
55366,Calle Emilio Castro 7624,-34.772241,-58.350968,+34 722698983,vilaplanaevaristo@manjon.es,2025-05-26,5,1
55373,Avenida Santa Fe 1696,-34.705363,-58.372867,+34 738 06 36 49,hsanmartin@torrecilla.es,2025-10-06,10,1
55374,Avenida Cabildo 6092,-34.829082,-58.420097,+34 705 928 487,reycaridad@catalan.com,2025-06-27,6,1
55374,Avenida Gaona 9358,-34.775714,-58.489413,+34709315553,psuarez@gmail.com,2025-09-20,9,1
55374,Calle Rivera Indarte 8094,-34.806654,-58.457645,+34 735 883 980,ipozo@rossello-colom.es,2025-10-04,10,1
55376,Avenida Juan B. Justo 2494,-34.859341,-58.551794,+34720 665 422,valderramaoriana@cordoba.es,2025-08-12,8,1
55378,Avenida Directorio 2462,-34.645186,-58.5342,+34 726 308 234,gutierrezruth@yahoo.com,2025-06-25,6,1
55383,Calle Emilio Castro 2114,-34.639436,-58.383484,+34741493940,antonia39@castellanos.net,2025-05-27,5,1
55391,Calle Belgrano 9093,-34.777252,-58.536802,+34748 927 411,manu13@aguado.com,2025-08-05,8,1
55392,Avenida Santa Fe 4085,-34.823404,-58.365769,+34726976079,noliver@gmail.com,2025-10-10,10,1
55403,Calle Rivera Indarte 1678,-34.839964,-58.490897,+34706 95 36 41,urbanoroca@oliva.com,2025-06-25,6,1
55407,Calle Segurola 8342,-34.76617,-58.528277,+34 715 77 62 30,expositobenigno@yahoo.com,2025-09-08,9,1
55412,Avenida Directorio 8408,-34.786756,-58.494814,+34713 930 437,vazquezmoises@mendizabal.org,2025-06-26,6,1
55413,Avenida del Libertador 3777,-34.614641,-58.491443,+34 705 13 28 38,vacuna@yahoo.com,2025-09-02,9,1
55413,Calle Yrigoyen 763,-34.606642,-58.35064,+34 924 45 20 42,blanescruz@yahoo.com,2025-08-06,8,1
55418,Calle Segurola 7536,-34.817466,-58.588966,+34667 81 92 20,bfuertes@castello.com,2025-09-25,9,1
55427,Calle Rivera Indarte 6540,-34.606561,-58.376717,+34 682 757 880,barcenaaraceli@cabrera.es,2025-06-04,6,1
55427,Calle Rivera Indarte 9258,-34.694852,-58.351641,+34 726 627 160,dionisiocerro@luque.es,2025-09-27,9,1
55433,Calle Emilio Castro 3276,-34.773303,-58.488221,+34825181344,tomasteresita@pont.es,2025-05-08,5,1
55436,Avenida Gaona 4258,-34.81922,-58.428817,+34 729813619,ycontreras@portero.com,2025-08-28,8,1
55445,Calle Lavalle 516,-34.704399,-58.553612,+34 708039841,wsilva@gmail.com,2025-06-10,6,1
55446,Avenida del Libertador 9347,-34.600661,-58.44571,+34745 904 484,petronatrillo@yahoo.com,2025-09-26,9,1
55447,Avenida Cabildo 3462,-34.616222,-58.537085,+34742755946,raquelramirez@hotmail.com,2025-07-30,7,1
55447,Calle Rivera Indarte 9243,-34.845227,-58.444934,+34880 57 27 58,murxavier@gmail.com,2025-10-25,10,1
55448,Avenida del Libertador 8324,-34.81656,-58.314886,+34738 110 060,elisa08@gmail.com,2025-10-24,10,1
55448,Calle 25 de Mayo 3540,-34.600235,-58.354756,+34854 98 43 25,ralcantara@alfonso.org,2025-10-02,10,1
55449,Avenida Corrientes 557,-34.819651,-58.419883,+34707 296 057,ypalacio@sierra.org,2025-05-28,5,1
55449,Calle Segurola 1247,-34.624286,-58.556472,+34 864 95 48 70,olegariomoliner@hotmail.com,2025-07-29,7,1
55454,Avenida Gaona 5376,-34.724727,-58.450565,+34 722 21 82 81,vtamayo@yahoo.com,2025-09-01,9,1
55455,Calle Rivera Indarte 895,-34.637359,-58.457666,+34 734 368 888,kblanes@roma.es,2025-05-23,5,1
55457,Calle Yrigoyen 8991,-34.841433,-58.320972,+34 729362048,mquesada@gmail.com,2025-10-03,10,1
55458,Avenida Cabildo 7943,-34.723594,-58.5012,+34698 764 720,josue02@gmail.com,2025-09-08,9,1
55462,Avenida San Martín 6990,-34.637354,-58.300592,+34739 14 26 36,omateo@hotmail.com,2025-10-27,10,1
55464,Avenida Gaona 7845,-34.83877,-58.521713,+34653 048 004,sancho70@adadia.com,2025-08-13,8,1
55466,Avenida Juan B. Justo 4487,-34.657745,-58.335687,+34926074693,amor06@duran-amigo.org,2025-10-11,10,1
55466,Avenida San Martín 209,-34.681495,-58.411036,+34715 50 97 38,becerraester@gmail.com,2025-06-07,6,1
55470,Avenida Corrientes 8561,-34.864638,-58.555469,+34 970 921 424,andres-felipe00@saez.org,2025-08-14,8,1
55477,Calle Lavalle 2276,-34.620387,-58.548653,+34 718 04 00 06,martin23@hotmail.com,2025-08-27,8,1
55482,Avenida Cabildo 2559,-34.659847,-58.457301,+34735193768,ariadnaanaya@gmail.com,2025-10-25,10,1
55483,Calle Yrigoyen 5609,-34.768609,-58.48275,+34746 249 282,roviramicaela@salmeron-uria.com,2025-05-02,5,1
55500,Avenida Rivadavia 7683,-34.831377,-58.331395,+34743180558,agustitiburcio@hotmail.com,2025-07-15,7,1
55507,Avenida Santa Fe 8375,-34.671181,-58.565796,+34 801 68 92 43,linareslino@hotmail.com,2025-05-21,5,1
55510,Calle 25 de Mayo 3679,-34.634826,-58.594145,+34653349122,pulidojacobo@ariza-gallardo.net,2025-07-05,7,1
55512,Calle 25 de Mayo 285,-34.887091,-58.351575,+34 749846581,fmenendez@yahoo.com,2025-09-13,9,1
55513,Calle Emilio Castro 5402,-34.689119,-58.40158,+34816 70 82 23,saenzpaca@palomino.es,2025-05-30,5,1
55514,Avenida Juan B. Justo 8544,-34.603105,-58.585229,+34 704484695,casadoadan@hotmail.com,2025-10-08,10,1
55517,Calle Lavalle 7207,-34.637949,-58.353052,+34 903 446 479,martipepita@lopez.es,2025-05-16,5,1
55521,Calle Lavalle 9069,-34.60069,-58.301695,+34703584612,loretogiralt@torres-noguera.es,2025-06-10,6,1
55522,Avenida Santa Fe 6011,-34.847079,-58.303916,+34 840 58 20 57,lcuadrado@yahoo.com,2025-06-10,6,1
55528,Avenida Gaona 1599,-34.765561,-58.519297,+34 807 750 884,benito89@yahoo.com,2025-09-30,9,1
55532,Calle 25 de Mayo 8295,-34.702219,-58.562089,+34 706 51 35 58,clementecueto@santos.com,2025-07-16,7,1
55536,Avenida San Martín 2592,-34.685907,-58.397679,+34728292264,julieta27@hotmail.com,2025-09-03,9,1
55536,Avenida San Martín 5025,-34.739802,-58.354927,+34909314519,csoria@guerra-luna.com,2025-09-26,9,1
55548,Avenida Corrientes 4201,-34.668509,-58.597899,+34 709297915,floramarcos@barrios.com,2025-08-06,8,1
55549,Avenida Gaona 3296,-34.881049,-58.409719,+34734 28 59 31,dsureda@salazar.com,2025-10-01,10,1
55555,Avenida Juan B. Justo 6309,-34.88231,-58.539333,+34649 05 05 86,mascarogeorgina@gmail.com,2025-06-07,6,1
55562,Avenida Gaona 6661,-34.825328,-58.54588,+34 627160436,ana86@lucena.com,2025-09-12,9,1
55563,Calle Belgrano 7077,-34.675565,-58.508101,+34 727 44 62 40,edgarcollado@nogues.es,2025-05-13,5,1
55564,Calle Rivera Indarte 5739,-34.713403,-58.42471,+34721 325 049,menacristian@rojas.com,2025-08-12,8,1
55565,Calle 25 de Mayo 1870,-34.618842,-58.305149,+34 736439735,anibaldelgado@diaz.es,2025-09-27,9,1
55566,Calle Rivera Indarte 8987,-34.619696,-58.349366,+34959 251 178,mercedes70@gmail.com,2025-05-31,5,1
55568,Avenida del Libertador 128,-34.730086,-58.498798,+34 917 721 419,perellosarita@sanchez.net,2025-05-07,5,1
55569,Avenida San Martín 7361,-34.80511,-58.517207,+34945 662 868,mateosolga@real.es,2025-06-26,6,1
55573,Avenida Cabildo 3929,-34.899569,-58.588268,+34738 86 59 79,fulgenciotellez@gmail.com,2025-10-13,10,1
55574,Calle Yrigoyen 8640,-34.697089,-58.441036,+34667217044,gbelmonte@gmail.com,2025-07-24,7,1
55580,Calle Emilio Castro 8009,-34.878232,-58.584717,+34619 64 53 75,elisajaume@gmail.com,2025-07-16,7,1
55581,Calle Yrigoyen 9093,-34.661011,-58.317967,+34709 131 149,rioadrian@carbajo.com,2025-10-06,10,1
55587,Calle Emilio Castro 2235,-34.770991,-58.420731,+34747 66 70 76,ferrandoeligia@rios-salva.org,2025-08-13,8,1
55589,Avenida Juan B. Justo 8616,-34.648456,-58.302862,+34724906849,anayacesar@pereira.net,2025-10-08,10,1
55593,Calle Segurola 1625,-34.771562,-58.328689,+34 722 774 868,prudencio02@parra.es,2025-08-14,8,1
55599,Avenida San Martín 7096,-34.64421,-58.447487,+34728 95 31 85,anita29@yahoo.com,2025-09-11,9,1
55622,Avenida Cabildo 1203,-34.72159,-58.398883,+34718 69 43 08,elbatorrent@cal.es,2025-06-03,6,1
55630,Avenida Rivadavia 1279,-34.791776,-58.42581,+34 854 229 138,bienvenidapalma@anton.com,2025-10-30,10,1
55631,Calle Yrigoyen 2974,-34.634161,-58.398931,+34 708 57 26 10,padillacleto@chaves.com,2025-05-30,5,1
55633,Avenida Corrientes 7362,-34.617096,-58.325098,+34 631 901 989,gloriafalcon@hotmail.com,2025-07-03,7,1
55638,Avenida Santa Fe 2507,-34.786268,-58.368704,+34 718 47 47 00,andreasantamaria@galvez-sala.com,2025-07-31,7,1
55639,Calle Yrigoyen 3763,-34.794801,-58.483354,+34 929 784 689,teodorapalmer@hotmail.com,2025-06-27,6,1
55644,Calle 25 de Mayo 6328,-34.842235,-58.517492,+34 986 33 53 16,hugo28@tamayo.es,2025-10-01,10,1
55651,Avenida Gaona 6247,-34.61798,-58.551329,+34 739 874 559,ibanezlucila@blazquez-morillo.net,2025-05-15,5,1
55653,Avenida Corrientes 2462,-34.722524,-58.303754,+34 720 58 85 41,cristiandiez@boada.es,2025-10-29,10,1
55654,Calle 25 de Mayo 3840,-34.664278,-58.407614,+34712889612,corneliorios@hotmail.com,2025-08-28,8,1
55658,Avenida Directorio 4706,-34.704097,-58.458471,+34 861057587,roqueibanez@campo.es,2025-08-01,8,1
55661,Calle Emilio Castro 1254,-34.792162,-58.436425,+34857 06 61 76,maria-pilar24@muro-perea.es,2025-06-21,6,1
55665,Avenida Directorio 3448,-34.686544,-58.40215,+34722628820,adoratello@gmail.com,2025-09-15,9,1
55670,Avenida del Libertador 6829,-34.787427,-58.393557,+34819189243,uprieto@hotmail.com,2025-05-09,5,1
55682,Calle Lavalle 1284,-34.740693,-58.587977,+34717436662,palmira67@gmail.com,2025-08-25,8,1
55691,Calle Segurola 2888,-34.803769,-58.585869,+34738271866,bayonahilario@cabanillas.org,2025-05-30,5,1
55694,Avenida Corrientes 3075,-34.7834,-58.504247,+34 710 207 171,aitorsamper@coloma-roldan.es,2025-06-25,6,1
55695,Avenida San Martín 175,-34.817072,-58.372001,+34 715219761,julio-cesar20@gmail.com,2025-10-16,10,1
55697,Avenida del Libertador 7271,-34.650472,-58.372009,+34879 661 951,hpadilla@maza.com,2025-10-31,10,1
55703,Avenida San Martín 6574,-34.780516,-58.470122,+34 967 943 320,agustimercedes@pozo.es,2025-07-30,7,1
55705,Calle Belgrano 2154,-34.751118,-58.55159,+34 712 40 69 33,fanny99@mesa.com,2025-05-30,5,1
